CampaignName,Campaigncode,Campaignsubcode,mastercampaigncode,CustomerType,channel,segmentid,segmentname,campaigntype,CampaignScheduleDate,RoiStartDate,RoiEndDate,IncentiveType,IncentiveOfferCode,IncentiveValue,IncentiveNarration,TotalBase,Delivered,Undelivered,DND,Expired,Failed,Unsubscribe,DeliveryRate,Opened,OpenRate,Clicked,ClickThroughRate,Responder,ResponderSales,ResponderTransaction,ResponderATV,ResponderHitRate,ResponderVisit,ResponderABS,TotalPointIssued,PointsRedeemed,PointsRedeemer,PointsRedeemerSales,PointsRedeemerTransaction,RedeemerVisit,RedeemerHitRate,AmountRedeemer,AmountRedeemerSales,AmountRedeemerTransaction,AmountRedeemerATV,AmountRedeemerABS,CouponIssued,CouponRedeemer,CouponRedeemerSales,CouponRedeemerTransaction,CouponRedeemed,ProductRedeemer,ProductRedeemerSales,ProductRedeemerTransaction,ProductRedeemerATV,ProductRedeemerABS,PerProductRedeemer,GvRedeemer,GVRedeemerSales,GVRedeemerTransaction,GVRedeemerABS,Lift,Shift,IncreamentalSales,CommunicationCost,OfferCost,ROIWithCommunicationCost,ROIWithCommunicationCostAndRewardCost,OfferType,IncrementalHitRate,CostPerResponder,ContentType
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-17,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-17,2025-10-17,2025-10-18,,,,,581,347,,,,228,,59.72%,223,64.27%,0,0%,1,5594.00,1,5594,0.29%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.60,0,,,,-0.2193,348.6,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-18,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-18,2025-10-18,2025-10-19,,,,,13,0,,,,13,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-18,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-18,2025-10-18,2025-10-19,,,,,683,379,,,,295,,55.49%,250,65.96%,0,0%,6,32972.00,7,4710.29,1.58%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.80,0,,,,-0.2064,68.3,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-19,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-19,2025-10-19,2025-10-20,,,,,12,0,,,,12,,0%,0,,0,,1,159.00,2,79.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-0.1389,0,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-19,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-19,2025-10-19,2025-10-20,,,,,694,390,,,,299,,56.2%,269,68.97%,0,0%,5,21434.00,7,3062,1.28%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96892.4775,-84189.69,12702.7875,416.40,0,30.5062,30.5062,,-0.2094,83.28,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-20,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-20,2025-10-20,2025-10-21,,,,,800,466,,,,330,,58.25%,326,69.96%,0,0%,4,28879.05,4,7219.76,0.86%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252505.5456,-229789.0773,22716.4683,480.00,0,47.326,47.326,,-0.2136,120,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-20,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-20,2025-10-20,2025-10-21,,,,,13,0,,,,13,,0%,0,,0,,1,347.00,2,173.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-0.1453,0,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-21,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-21,2025-10-21,2025-10-22,,,,,22,0,,,,22,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-21,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-21,2025-10-21,2025-10-22,,,,,912,616,,,,287,,67.54%,415,67.37%,0,0%,5,5185.37,9,576.15,0.81%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.20,0,,,,-0.2141,109.44,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-22,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-22,2025-10-22,2025-10-23,,,,,21,0,,,,21,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-22,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-22,2025-10-22,2025-10-23,,,,,1082,715,,,,360,,66.08%,467,65.31%,0,0%,9,24058.52,15,1603.9,1.26%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.20,0,,,,-0.2096,72.13,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-23,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-23,2025-10-23,2025-10-24,,,,,1435,963,,,,457,,67.11%,643,66.77%,0,0%,5,13330.00,8,1666.25,0.52%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.00,0,,,,-0.217,172.2,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-23,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-23,2025-10-23,2025-10-24,,,,,31,0,,,,31,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-24,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-24,2025-10-24,2025-10-25,,,,,710,469,,,,236,,66.06%,300,63.97%,0,0%,4,28638.0,5,5727.6,0.85%,4,2.0,1912.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,22833.0774,22833.0774,426.00,0,53.5988,53.5988,,-0.2137,106.5,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-24,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-24,2025-10-24,2025-10-25,,,,,14,0,,,,14,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-0.2222,,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-25,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-25,2025-10-25,2025-10-26,,,,,17,0,,,,17,,0%,0,,0,,1,0.00,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-0.1634,0,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-25,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-25,2025-10-25,2025-10-26,,,,,818,537,,,,272,,65.65%,336,62.57%,0,0%,5,73654.99,5,14731,0.93%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465140.1636,-391572.0765,73568.0871,490.80,0,149.8942,149.8942,,-0.2129,98.16,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-26,ALT_SBC_46,Control,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-26,2025-10-26,2025-10-27,,,,,15,0,,,,15,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Club_Final_10937_525_01,ALT_SBC_46,ALT_SBC_46_2025-10-26,ALT_SBC_46,Target,WhatsApp,525,NTR_D2_Jounrey_Club,Program Promotion,2025-10-26,2025-10-26,2025-10-27,,,,,961,631,,,,318,,65.66%,409,64.82%,0,0%,7,15725.16,10,1572.52,1.11%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.60,0,,,,-0.2111,82.37,ntr_d1_wa_bb_club
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-01,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-01,2025-10-01,2025-10-02,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-01,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-01,2025-10-01,2025-10-02,,,,,113,66,,,,47,,58.41%,42,63.64%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.80,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-02,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-02,2025-10-02,2025-10-03,,,,,135,63,,,,72,,46.67%,40,63.49%,0,0%,1,13547.0,3,4515.67,1.59%,1,1.67,598.00,5000.00,1,7427.00,2,1,1.5873%,,,,,,,,,,,,,,,,,,,,,0.0,4523.3466,4523.3466,81.00,0,55.8438,55.8438,,-0.9841,81,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-02,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-02,2025-10-02,2025-10-03,,,,,4,0,,,,4,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-03,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-03,2025-10-03,2025-10-04,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-03,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-03,2025-10-03,2025-10-04,,,,,70,37,,,,33,,52.86%,25,67.57%,0,0%,1,13729.00,1,13729,2.7%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.00,0,,,,-0.973,42,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-04,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-04,2025-10-04,2025-10-05,,,,,55,39,,,,16,,70.91%,31,79.49%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-04,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-04,2025-10-04,2025-10-05,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-05,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-05,2025-10-05,2025-10-06,,,,,70,34,,,,35,,48.57%,27,79.41%,0,0%,1,8051.0,4,2012.75,2.94%,1,0.75,747.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,2011.9449,2011.9449,42.00,0,47.9035,47.9035,,-0.9706,42,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-05,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-05,2025-10-05,2025-10-06,,,,,5,0,,,,5,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-06,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-06,2025-10-06,2025-10-07,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-06,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-06,2025-10-06,2025-10-07,,,,,99,46,,,,53,,46.46%,31,67.39%,0,0%,2,11453.0,3,3817.67,4.35%,2,1.0,183.00,2300.00,1,4918.00,1,1,2.1739%,,,,,,,,,,,,,,,,,,,,,0.0,7639.1577,7639.1577,59.40,0,128.6053,128.6053,,-0.9565,29.7,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-07,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-07,2025-10-07,2025-10-08,,,,,83,43,,,,40,,51.81%,33,76.74%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.80,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-08,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-08,2025-10-08,2025-10-09,,,,,3,0,,,,3,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-08,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-08,2025-10-08,2025-10-09,,,,,110,75,,,,34,,68.18%,45,60%,0,0%,1,4284.0,1,4284,1.33%,1,2.0,90.00,3000.00,1,4284.00,1,1,1.3333%,,,,,,,,,,,,,,,,,,,,,0.0,4273.29,4273.29,66.00,0,64.7468,64.7468,,-0.9867,66,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-09,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-09,2025-10-09,2025-10-10,,,,,149,91,,,,55,,61.07%,62,68.13%,0,0%,4,28343.0,5,5668.6,4.4%,4,1.8,3435.00,1932.00,1,2399.00,1,1,1.0989%,,,,,,,,,,,,,,,,,,,,,0.0,22697.0744,22697.0744,89.40,0,253.8823,253.8823,,-0.956,22.35,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-09,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-09,2025-10-09,2025-10-10,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-10,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-10,2025-10-10,2025-10-11,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-10,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-10,2025-10-10,2025-10-11,,,,,69,45,,,,24,,65.22%,36,80%,0,0%,1,999.0,1,999,2.22%,1,1.0,70.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,998.001,998.001,41.40,0,24.1063,24.1063,,-0.9778,41.4,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-11,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-11,2025-10-11,2025-10-12,,,,,1,0,,,,1,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-11,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-11,2025-10-11,2025-10-12,,,,,62,33,,,,29,,53.23%,24,72.73%,0,0%,2,29194.0,2,14597,6.06%,2,3.5,0.00,3828.00,2,29194.00,2,2,6.0606%,,,,,,,,,,,,,,,,,,,,,0.0,29191.0806,29191.0806,37.20,0,784.7065,784.7065,,-0.9394,18.6,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-12,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-12,2025-10-12,2025-10-13,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-12,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-12,2025-10-12,2025-10-13,,,,,73,45,,,,28,,61.64%,35,77.78%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.80,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-13,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-13,2025-10-13,2025-10-14,,,,,74,37,,,,35,,50%,25,67.57%,0,0%,1,-7729.29,1,-7729.29,2.7%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.40,0,,,,-0.973,44.4,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-13,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-13,2025-10-13,2025-10-14,,,,,2,0,,,,2,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-14,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-14,2025-10-14,2025-10-15,,,,,1,0,,,,1,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-14,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-14,2025-10-14,2025-10-15,,,,,55,28,,,,27,,50.91%,20,71.43%,0,0%,1,6492.00,1,6492,3.57%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.00,0,,,,-0.9643,33,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-15,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-15,2025-10-15,2025-10-16,,,,,149,90,,,,59,,60.4%,63,70%,0,0%,1,2178.75,1,2178.75,1.11%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.40,0,,,,-0.9889,89.4,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-15,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-15,2025-10-15,2025-10-16,,,,,3,0,,,,3,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-16,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-16,2025-10-16,2025-10-17,,,,,185,100,,,,85,,54.05%,78,78%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-16,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-16,2025-10-16,2025-10-17,,,,,1,0,,,,1,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-17,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-17,2025-10-17,2025-10-18,,,,,80,45,,,,35,,56.25%,31,68.89%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-17,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-17,2025-10-17,2025-10-18,,,,,3,0,,,,3,,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-18,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-18,2025-10-18,2025-10-19,,,,,67,43,,,,24,,64.18%,31,72.09%,0,0%,2,20575.0,2,10287.5,4.65%,2,2.5,16.00,3493.00,2,20575.00,2,2,4.6512%,,,,,,,,,,,,,,,,,,,,,,,,40.20,0,,,,-0.9535,20.1,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-19,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-19,2025-10-19,2025-10-20,,,,,77,39,,,,36,,50.65%,21,53.85%,0,0%,1,5784.0,1,5784,2.56%,1,2.0,221.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,5774.7456,5774.7456,46.20,0,124.9945,124.9945,,-0.9744,46.2,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-19,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-19,2025-10-19,2025-10-20,,,,,5,0,,,,5,,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-20,ALT_SBC_48,Target,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-20,2025-10-20,2025-10-21,,,,,76,42,,,,34,,55.26%,28,66.67%,0,0%,,,,,,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-537264.0,0.0,-537264.0,45.60,0,0.0,0.0,,-1,,ntr_d1_wa_bb_pheonix_10936
NTR_D1_WA_BB_Pheonix_3July_Final_10936_001,ALT_SBC_48,ALT_SBC_48_2025-10-20,ALT_SBC_48,Control,WhatsApp,526,NTR_D2_Pheonix,Program Promotion,2025-10-20,2025-10-20,2025-10-21,,,,,1,0,,,,1,,0%,0,,0,,1,12792.0,1,12792,,1,5.0,0.00,1780.00,1,12792.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,ntr_d1_wa_bb_pheonix_10936
